201,ア,秋田大学大学院,7017,国際資源学研究科 資源学専攻,70177814SR,2
202,ア,秋田大学大学院,7017,国際資源学研究科 資源地球科学専攻,701778180T,2
203,ア,秋田大学大学院,7017,国際資源学研究科 資源開発環境学専攻,701778180U,2
204,ア,秋田大学大学院,7017,国際資源学研究科 その他専攻,7017781HZ9,2
205,ア,秋田大学大学院,7017,理工学研究科 共同ライフサイクルデザイン工学専攻,701796340Z,2
206,ア,秋田大学大学院,7017,理工学研究科 生命科学専攻,70179636K0,2
207,ア,秋田大学大学院,7017,理工学研究科 生命科学専攻　生命科学コース,7017963771,2
208,ア,秋田大学大学院,7017,理工学研究科 数理・電気電子情報学専攻　数理科学コース,7017963777,2
209,ア,秋田大学大学院,7017,理工学研究科 数理・電気電子情報学専攻　電気電子工学コース,7017963779,2
210,ア,秋田大学大学院,7017,理工学研究科 数理・電気電子情報学専攻　人間情報工学コース,7017963788,2
211,ア,秋田大学大学院,7017,理工学研究科 システムデザイン工学専攻　機械工学コース,7017963789,2
212,ア,秋田大学大学院,7017,理工学研究科 システムデザイン工学専攻　創造生産工学コース,7017963793,2
213,ア,秋田大学大学院,7017,理工学研究科 システムデザイン工学専攻　土木環境工学コース,7017963794,2
214,ア,秋田大学大学院,7017,理工学研究科 物質科学専攻　応用化学コース,7017963795,2
215,ア,秋田大学大学院,7017,理工学研究科 物質科学専攻　材料理工学コース,7017963799,2
216,ア,秋田大学大学院,7017,理工学研究科 総合理工学専攻　生命科学領域,7017963806,2
217,ア,秋田大学大学院,7017,理工学研究科 総合理工学専攻　物質科学領域,7017963809,2
218,ア,秋田大学大学院,7017,理工学研究科 数理・電気電子情報学専攻,701796380V,2
219,ア,秋田大学大学院,7017,理工学研究科 システムデザイン工学専攻,701796380W,2
220,ア,秋田大学大学院,7017,理工学研究科 総合理工学専攻　数理・電気電子情報学領域,7017963811,2
221,ア,秋田大学大学院,7017,理工学研究科 総合理工学専攻　システムデザイン工学領域,7017963813,2
222,ア,秋田大学大学院,7017,理工学研究科 物質科学専攻,70179638H0,2
223,ア,秋田大学大学院,7017,理工学研究科 総合理工学専攻,7017963HI8,2
224,ア,秋田大学大学院,7017,理工学研究科 その他専攻,7017963HZ9,2
225,ア,旭川医科大学大学院,7850,医学系研究科 医学専攻,78506631Q0,2
226,ア,旭川医科大学大学院,7850,医学系研究科 看護学専攻,78506632R9,2
227,ア,旭川医科大学大学院,7850,医学系研究科 その他専攻,7850663HZ9,2
228,ア,旭川大学大学院,7201,地域政策研究科 地域政策専攻,72013357A3,1
229,ア,旭川大学大学院,7201,地域政策研究科 その他専攻,7201335HZ9,1
230,ア,旭川大学大学院,7201,経済学研究科 地域政策専攻,72017147A3,1
231,ア,旭川大学大学院,7201,経済学研究科 その他専攻,7201714HZ9,1
232,ア,朝日大学大学院,7478,経営学研究科 経営学専攻,7478702619,1
233,ア,朝日大学大学院,7478,経営学研究科 その他専攻,7478702HZ9,1
234,ア,朝日大学大学院,7478,歯学研究科 歯学専攻,74787734N2,2
235,ア,朝日大学大学院,7478,歯学研究科 その他専攻,7478773HZ9,2
236,ア,朝日大学大学院,7478,法学研究科 法学専攻,74789428T0,1
237,ア,朝日大学大学院,7478,法学研究科 その他専攻,7478942HZ9,1
238,ア,麻布大学大学院,7431,環境保健学研究科 環境保健科学専攻,74316912R8,2
239,ア,麻布大学大学院,7431,環境保健学研究科 環境衛生政策専攻,7431691A47,1
240,ア,麻布大学大学院,7431,環境保健学研究科 その他専攻,7431691HZ9,2
241,ア,麻布大学大学院,7431,獣医学研究科 獣医学専攻,74317904X4,2
242,ア,麻布大学大学院,7431,獣医学研究科 動物応用科学専攻,74317907R5,2
243,ア,麻布大学大学院,7431,獣医学研究科 その他専攻,7431790HZ9,2
244,ア,足利工業大学大学院,7251,工学研究科 建設・環境工学専攻,72517393M9,2
245,ア,足利工業大学大学院,7251,工学研究科 情報・生産工学専攻,7251739HD3,2
246,ア,足利工業大学大学院,7251,工学研究科 その他専攻,7251739HZ9,2
247,ア,足利大学大学院,7209,工学研究科 建設・環境工学専攻,72097393M9,2
248,ア,足利大学大学院,7209,工学研究科 情報・生産工学専攻,7209739HD3,2
249,ア,足利大学大学院,7209,工学研究科 その他専攻,7209739HZ9,2
250,ア,芦屋大学大学院,7601,教育学研究科 英語英文学教育専攻,76016971T4,1
251,ア,芦屋大学大学院,7601,教育学研究科 技術教育専攻,76016972Z2,1
252,ア,芦屋大学大学院,7601,教育学研究科 教育学専攻,76016973A5,1
253,ア,芦屋大学大学院,7601,教育学研究科 その他専攻,7601697HZ9,1
254,ア,亜細亜大学大学院,7326,アジア・国際経営戦略研究科 アジア・国際経営戦略専攻,732603F0XN,1
255,ア,亜細亜大学大学院,7326,アジア・国際経営戦略研究科 その他専攻,732603FHZ9,1
256,ア,亜細亜大学大学院,7326,経済学研究科 経済学専攻,73267143G6,1
257,ア,亜細亜大学大学院,7326,経済学研究科 その他専攻,7326714HZ9,1
258,ア,亜細亜大学大学院,7326,法学研究科 法律学専攻,73269428T5,1
259,ア,亜細亜大学大学院,7326,法学研究科 その他専攻,7326942HZ9,1
260,ア,跡見学園女子大学大学院,7301,マネジメント研究科 マネジメント専攻,73014613CC,1
261,ア,跡見学園女子大学大学院,7301,マネジメント研究科 その他専攻,7301461HZ9,1
262,ア,跡見学園女子大学大学院,7301,人文科学研究科 日本文化専攻,73018327W6,1
263,ア,跡見学園女子大学大学院,7301,人文科学研究科 臨床心理学専攻,73018329A0,1
264,ア,跡見学園女子大学大学院,7301,人文科学研究科 その他専攻,7301832HZ9,1
0,イ,石川県立看護大学大学院,7921,看護学研究科 看護学専攻,79216922R9,2
1,イ,石川県立看護大学大学院,7921,看護学研究科 その他専攻,7921692HZ9,2
2,イ,石川県立大学大学院,7782,生物資源環境学研究科 応用生命科学専攻,778212E1Y7,2
3,イ,石川県立大学大学院,7782,生物資源環境学研究科 環境科学専攻,778212E2P0,2
4,イ,石川県立大学大学院,7782,生物資源環境学研究科 食品科学専攻,778212E375,2
5,イ,石川県立大学大学院,7782,生物資源環境学研究科 自然人間共生科学専攻,778212E58N,2
6,イ,石川県立大学大学院,7782,生物資源環境学研究科 生物機能開発科学専攻,778212E59Q,2
7,イ,石川県立大学大学院,7782,生物資源環境学研究科 生産科学専攻,778212E5Z2,2
8,イ,石川県立大学大学院,7782,生物資源環境学研究科 その他専攻,778212EHZ9,2
9,イ,石巻専修大学大学院,7234,経営学研究科 経営学専攻,7234702619,1
10,イ,石巻専修大学大学院,7234,経営学研究科 その他専攻,7234702HZ9,1
11,イ,石巻専修大学大学院,7234,理工学研究科 機械システム工学専攻,72349632V3,2
12,イ,石巻専修大学大学院,7234,理工学研究科 生命科学専攻,72349636K0,2
13,イ,石巻専修大学大学院,7234,理工学研究科 生命環境科学専攻,72349636K1,2
14,イ,石巻専修大学大学院,7234,理工学研究科 物質機能工学専攻,72349638H4,2
15,イ,石巻専修大学大学院,7234,理工学研究科 物質工学専攻,72349638H8,2
16,イ,石巻専修大学大学院,7234,理工学研究科 その他専攻,7234963HZ9,2
17,イ,茨城キリスト教大学大学院,7257,看護学研究科 看護学専攻,72576922R9,2
18,イ,茨城キリスト教大学大学院,7257,看護学研究科 その他専攻,7257692HZ9,2
19,イ,茨城キリスト教大学大学院,7257,生活科学研究科 食物健康科学専攻,725785636V,2
20,イ,茨城キリスト教大学大学院,7257,生活科学研究科 その他専攻,7257856HZ9,2
21,イ,茨城キリスト教大学大学院,7257,文学研究科 英語英米文学専攻,72579291T6,1
22,イ,茨城キリスト教大学大学院,7257,文学研究科 教育学専攻,72579293A5,1
23,イ,茨城キリスト教大学大学院,7257,文学研究科 その他専攻,7257929HZ9,1
24,イ,茨城県立医療大学大学院,7870,保健医療科学研究科 看護学専攻,78706032R9,2
25,イ,茨城県立医療大学大学院,7870,保健医療科学研究科 放射線技術科学専攻,78706034GW,2
26,イ,茨城県立医療大学大学院,7870,保健医療科学研究科 保健医療科学専攻,7870603756,2
27,イ,茨城県立医療大学大学院,7870,保健医療科学研究科 理学療法学・作業療法学専攻,78706039F2,2
28,イ,茨城県立医療大学大学院,7870,保健医療科学研究科 その他専攻,7870603HZ9,2
29,イ,茨城大学大学院,7035,教育学研究科 教育実践高度化専攻,70356971JX,1
